学号,班级,姓名,性别,英语,体育,军训,数分,高代,解几
2308024415,23080202,李雪,女,40,94,71,75,96,72
2308024263,23080205,何敏,男,75,100,72,67,51,50
2308024390,23080204,俞雪,女,90,86,99,69,61,97
2308024289,23080255,郑杨,男,70,42,100,90,86,84
2308024573,23080240,马勇,男,73,59,53,95,67,43
2308024882,23080246,赵秀兰,女,54,49,40,84,72,47
2308024314,23080268,谭平,男,94,72,46,48,85,94
2308024337,23080251,张鹏,男,100,55,52,77,44,70
2308024538,23080220,王想,男,57,78,72,63,63,66
2308024526,23080242,严桂珍,女,59,75,87,96,94,82
2308024172,23080262,张欣,男,96,77,64,67,86,51
2308024266,23080273,李秀华,女,99,95,97,89,99,93
2308024553,23080201,杨秀英,男,51,73,77,54,76,100
2308024021,23080263,黄莉,男,71,73,47,57,75,76
2308024282,23080298,黄萍,女,43,90,88,92,87,85
2308024330,23080201,陈杰,女,90,79,65,74,94,83
2308024037,23080243,罗璐,女,63,100,57,55,82,73
2308024553,23080262,乔秀荣,男,61,52,44,66,93,60
2308024644,23080262,李兰英,女,53,48,52,73,82,58
2308024991,23080285,高莹,男,43,91,82,88,53,44
2308024164,23080293,罗帅,男,41,59,79,81,94,61
2308024448,23080250,张丽,男,73,67,73,72,58,82
2308024400,23080259,邓健,男,44,62,71,51,43,93
2308024728,23080225,张桂英,女,99,57,67,84,99,42
2308024893,23080243,王宁,女,81,77,71,76,54,64
2308024117,23080289,王秀芳,男,68,78,54,47,100,61
2308024333,23080252,王杨,男,49,70,73,69,68,66
2308024202,23080299,徐敏,男,84,87,84,82,86,53
2308024559,23080270,钟桂香,女,68,43,76,89,78,40
2308024173,23080235,张秀英,男,80,95,62,69,88,63
2308024679,23080288,陈玉梅,男,40,57,46,71,67,96
2308024552,23080246,廖波,女,99,47,74,46,97,47
2308024339,23080272,袁冬梅,男,54,47,68,95,100,74
2308024593,23080234,刘琴,男,40,87,63,91,61,48
2308024038,23080224,曾鑫,女,57,41,73,79,91,57
2308024949,23080295,赵斌,男,88,87,50,95,50,66
2308024876,23080278,曾志强,女,77,62,56,67,74,59
2308024674,23080211,王峰,女,74,79,57,92,79,79
2308024329,23080261,黎旭,男,62,64,51,57,60,75
2308024247,23080285,尹艳,男,51,54,69,75,42,55
2308024806,23080224,傅明,女,59,65,64,90,59,97
2308024168,23080297,贺雪梅,女,87,59,62,96,46,84
2308024823,23080279,吴楠,女,41,60,74,70,92,75
2308024836,23080299,黄海燕,男,77,75,82,82,91,46
2308024256,23080271,王志强,女,71,67,90,83,89,77
2308024266,23080222,向瑜,男,73,70,52,100,93,81
2308024124,23080205,申晨,男,62,84,96,98,67,54
2308024490,23080240,苟超,男,70,82,95,50,40,42
2308024640,23080236,王利,男,41,92,63,85,53,91
2308024340,23080263,邓玉珍,男,44,92,75,54,93,63
2308024318,23080217,林琴,女,91,51,47,80,90,46
2308024500,23080251,吴玉英,男,70,57,82,43,79,90
2308024784,23080205,陈兵,女,77,64,43,76,88,72
2308024495,23080258,符春梅,女,92,82,90,58,62,95
2308024034,23080220,李兵,女,91,45,86,44,50,51
2308024276,23080278,揭玉英,女,50,73,75,86,41,72
2308024751,23080203,王勇,女,51,98,68,81,48,83
2308024728,23080245,林凤英,男,60,100,59,52,84,83
2308024724,23080220,唐梅,女,54,48,93,87,79,76
2308024940,23080254,王浩,男,98,55,70,93,41,80
2308024569,23080237,陈杰,女,77,46,67,62,48,71
2308024226,23080284,严宇,男,79,92,93,48,64,50
2308024078,23080261,王凤英,女,84,97,51,64,75,57
2308024104,23080257,吴桂兰,女,56,62,78,100,70,73
2308024440,23080243,周冬梅,女,97,44,62,81,69,82
2308024617,23080206,莫英,女,96,55,98,43,44,47
2308024161,23080219,陈桂芳,男,53,65,86,88,92,87
2308024794,23080278,彭玉珍,男,98,66,44,65,58,65
2308024260,23080299,顾秀华,男,90,92,77,58,88,94
2308024849,23080282,赵婷婷,女,55,92,90,72,83,64
2308024350,23080281,陈桂兰,男,71,54,99,82,58,76
2308024069,23080264,甘桂兰,男,73,79,71,55,50,53
2308024762,23080256,彭莉,男,100,81,76,63,69,97
2308024376,23080202,刘鑫,女,94,57,47,63,71,98
2308024814,23080214,孟龙,男,88,91,46,70,51,78
2308024071,23080284,黄亮,男,45,59,96,58,99,100
2308024783,23080201,杜健,男,70,47,58,55,88,86
2308024586,23080249,曹瑜,男,56,61,72,43,67,46
2308024349,23080206,闵玉,女,52,51,86,98,83,58
2308024490,23080244,周红霞,女,86,73,71,84,89,43
2308024359,23080282,钱金凤,男,77,41,42,47,50,72
2308024559,23080257,王芳,男,51,70,79,100,93,53
2308024686,23080220,蒋桂芳,女,88,83,55,82,48,84
2308024511,23080212,潘畅,男,51,74,91,70,46,53
2308024428,23080224,张秀英,女,99,51,97,94,81,96
2308024039,23080281,江倩,女,40,63,98,98,77,51
2308024899,23080212,傅洁,女,74,44,77,84,66,54
2308024553,23080252,刘秀云,男,72,62,100,74,89,69
2308024819,23080207,钟帅,女,53,91,59,55,93,56
2308024489,23080222,王玉,女,69,46,51,69,67,92
2308024148,23080273,杨凤英,女,72,51,97,44,72,87
2308024857,23080218,徐琳,女,96,46,42,74,55,89
2308024175,23080232,张霞,女,79,68,95,82,78,52
2308024580,23080211,王勇,男,83,44,66,61,95,59
2308024768,23080217,赵海燕,男,56,47,55,86,40,40
2308024757,23080237,李洋,女,50,88,旷课,96,80,53
2308024849,23080225,宫凤英,女,66,91,49,56,68,53
2308024344,23080216,周莉,男,98,96,98,92,91,52
2308024482,23080267,李晨,男,70,90,78,78,52,70
2308024795,23080240,郭杰,女,72,72,45,71,61,57
2308024927,23080229,杨帅,女,67,99,42,48,63,54
2308024421,23080209,潘雪梅,男,98,97,100,62,62,76
2308024458,23080283,魏俊,男,56,98,70,60,89,54
2308024010,23080226,孔娟,男,44,96,63,94,55,68
2308024455,23080239,侯旭,女,81,44,52,69,58,43
2308024763,23080261,高雷,男,81,63,69,69,76,54
2308024835,23080246,吴桂珍,男,53,44,45,95,41,89
2308024497,23080270,袁静,女,47,75,59,98,88,69
2308024734,23080223,吕建华,女,77,81,69,83,43,93
2308024913,23080285,李婷,男,100,78,100,61,73,78
2308024417,23080268,王华,女,76,87,97,46,60,67
2308024985,23080298,邓红,女,85,73,82,79,40,57
2308024834,23080291,高建华,男,75,94,98,79,72,41
2308024388,23080206,高淑珍,女,70,61,83,70,77,59
2308024677,23080233,杨霞,男,89,78,78,99,64,90
2308024528,23080245,王建军,女,76,68,82,100,98,40
2308024355,23080249,黄璐,男,75,81,51,79,94,71
2308024435,23080211,周凤兰,男,44,54,75,47,75,87
2308024752,23080231,马洁,男,68,66,作弊,70,88,82
2308024660,23080286,张桂荣,男,73,41,79,86,49,56
2308024537,23080235,梁秀芳,女,53,90,96,60,97,60
2308024715,23080237,庄梅,男,85,99,57,40,89,72
2308024121,23080200,孙杨,男,79,94,79,67,68,80
2308024317,23080257,冯秀华,女,73,89,49,40,57,87
2308024150,23080228,阎莹,男,61,45,95,83,67,63
2308024750,23080218,胡鹏,女,55,77,87,45,77,64
2308024688,23080206,吴娜,女,53,42,53,64,87,85
2308024847,23080217,程秀兰,女,45,96,42,82,62,40
2308024919,23080205,宋强,男,63,83,43,62,72,42
2308024562,23080209,贾凤兰,女,43,80,66,50,87,88
2308024618,23080285,刘欢,男,70,91,88,100,46,65
2308024705,23080249,朱芳,女,49,64,43,53,84,96
2308024616,23080257,何建华,女,62,89,78,98,42,52
2308024643,23080280,石燕,女,85,73,50,41,82,97
2308024159,23080204,彭桂英,男,59,100,77,87,95,76
2308024038,23080252,巫涛,女,53,85,53,53,57,83
2308024237,23080214,梁畅,女,78,75,49,46,45,72
2308024542,23080211,莫洋,男,96,76,73,62,91,100
2308024958,23080213,王萍,男,100,88,42,99,57,52
2308024794,23080210,李秀芳,男,85,48,97,85,48,59
2308024770,23080274,萧坤,男,40,94,40,70,55,51
2308024921,23080250,冯军,男,67,80,66,86,96,40
2308024277,23080271,滕波,男,95,65,83,48,67,70
2308024251,23080212,张旭,男,87,69,95,99,71,77
2308024339,23080282,萧彬,男,63,89,40,61,100,58
2308024458,23080261,杨云,女,100,61,69,67,90,80
2308024129,23080209,刘淑珍,男,89,86,64,44,92,76
2308024276,23080270,陈凯,男,48,54,76,60,44,41
2308024248,23080229,张博,男,45,60,52,66,96,44
2308024096,23080283,赖洋,女,93,72,73,98,44,72
2308024459,23080237,信帅,男,58,45,90,82,71,93
2308024377,23080288,陈凤英,女,88,54,98,56,52,71
2308024930,23080260,李秀梅,女,96,73,48,49,99,70
2308024461,23080243,刘桂兰,女,91,89,99,95,71,46
2308024645,23080236,吴宁,女,41,90,90,99,46,53
2308024497,23080291,徐丹,男,95,62,49,49,65,61
2308024597,23080236,王琳,男,94,72,51,86,86,82
2308024158,23080256,鞠建,男,93,77,86,64,74,45
2308024371,23080230,夏凤兰,女,94,80,47,69,93,71
2308024633,23080250,孔宇,女,67,53,95,85,79,67
2308024640,23080237,许亮,女,47,54,53,59,90,98
2308024506,23080273,林坤,男,94,87,91,98,72,77
2308024929,23080294,胡畅,男,67,96,43,87,44,87
2308024848,23080203,马峰,女,67,61,78,79,42,88
2308024416,23080226,张磊,男,80,70,53,77,64,79
2308024005,23080272,周明,男,99,91,90,66,95,60
2308024963,23080289,赵林,女,88,67,46,83,94,80
2308024561,23080209,贺阳,女,69,80,82,50,94,67
2308024361,23080297,麦辉,女,41,77,96,67,85,67
2308024778,23080223,谢丽,男,42,52,83,74,43,55
2308024010,23080212,王桂珍,男,44,89,85,70,54,42
2308024007,23080232,张莉,女,52,62,94,52,72,67
2308024142,23080237,白辉,男,83,51,92,54,55,90
2308024705,23080271,王玉珍,男,97,88,95,51,45,80
2308024469,23080202,魏淑英,男,73,84,89,64,66,91
2308024624,23080230,蒋桂芝,女,54,49,70,91,55,68
2308024797,23080236,赵琴,男,92,43,94,57,95,44
2308024315,23080272,高淑华,男,90,40,46,43,53,77
2308024076,23080244,赵丹,男,90,80,57,63,89,41
2308024612,23080224,林琴,女,92,53,63,65,98,49
2308024244,23080226,李淑华,男,47,100,78,40,86,45
2308024694,23080243,余秀荣,女,74,89,59,96,43,98
2308024711,23080296,庄涛,男,44,78,48,45,64,46
2308024387,23080245,杨小红,女,54,68,55,93,92,97
2308024421,23080233,郑宇,女,89,64,84,42,65,46
2308024904,23080272,丁楠,男,98,68,75,76,67,73
2308024978,23080200,谭波,女,76,66,66,71,41,54
2308024904,23080200,王明,女,68,65,56,75,42,78
2308024150,23080228,席勇,男,88,46,69,76,50,48
2308024748,23080204,王建平,女,49,63,97,98,79,84
2308024356,23080299,郑洋,女,65,55,57,97,66,82
2308024594,23080262,王荣,女,99,82,64,60,78,51
2308024877,23080208,赵伟,男,67,66,71,45,56,52
2308024480,23080220,范亮,女,97,54,49,85,85,49
2308024196,23080295,张秀珍,男,54,54,49,61,98,59
2308024397,23080209,张瑜,男,94,95,50,51,41,91
2308024379,23080230,王桂英,女,56,49,82,62,53,40
2308024717,23080291,张东,男,51,75,42,45,100,53
2308024347,23080211,吴倩,男,43,83,46,90,59,92
2308024095,23080264,韩倩,女,57,84,89,67,60,100
2308024618,23080266,唐玉华,女,54,63,61,86,91,62
2308024882,23080250,王平,女,93,57,85,55,95,42
2308024283,23080206,王杨,男,66,97,81,53,41,88
2308024062,23080213,张静,女,78,55,45,95,95,64
2308024392,23080234,王亮,男,60,68,86,97,50,45
2308024913,23080229,冯健,男,72,52,50,83,77,42
2308024394,23080233,周畅,男,63,68,63,72,100,48
2308024330,23080210,曹亮,男,85,53,81,95,58,95
2308024069,23080216,刘佳,女,85,63,88,81,44,71
2308024205,23080256,李畅,男,43,44,40,79,72,44
2308024677,23080217,王娜,男,78,67,90,77,68,95
2308024697,23080284,傅秀珍,男,92,79,43,89,90,76
2308024832,23080223,谢浩,男,44,65,97,79,80,79
2308024697,23080213,王金凤,女,71,91,68,59,80,69
2308024825,23080262,陈瑜,女,80,65,64,55,54,63
2308024485,23080246,刘玉兰,男,86,45,71,46,64,65
2308024491,23080295,王勇,男,88,83,45,54,42,91
2308024071,23080217,张琴,男,59,61,40,90,40,85
2308024525,23080240,周鑫,女,49,66,87,48,52,86
2308024723,23080274,韦秀珍,男,89,50,90,78,84,73
2308024443,23080296,陈建国,女,53,51,58,46,96,44
2308024609,23080238,陈海燕,男,55,66,91,98,83,54
2308024290,23080276,李晶,女,46,88,46,51,42,73
2308024512,23080278,李旭,女,98,41,68,98,65,91
2308024513,23080232,葛霞,女,83,76,57,66,46,67
2308024674,23080201,吴桂荣,男,100,48,98,46,40,43
2308024074,23080267,罗秀珍,女,83,84,85,88,82,91
2308024300,23080233,朱鹏,女,81,70,58,97,42,98
2308024379,23080253,戴淑兰,女,81,88,61,83,44,44
2308024624,23080256,李桂芝,女,76,55,91,98,95,73
2308024841,23080204,萧明,女,92,40,49,43,99,73
2308024277,23080276,廖梅,女,63,43,76,74,88,56
2308024836,23080214,黄伟,男,87,58,96,80,43,43
2308024539,23080295,官婷,男,51,87,60,80,49,41
2308024479,23080268,王淑兰,女,87,91,68,64,66,68
2308024746,23080284,何凤英,女,47,64,79,64,91,98
2308024512,23080206,刘亮,男,89,80,59,70,41,96
2308024127,23080252,魏梅,女,43,92,50,91,69,88
2308024834,23080216,王杰,女,96,74,66,53,79,72
2308024118,23080255,靳磊,男,62,90,96,99,41,62
2308024652,23080233,王斌,男,65,87,54,97,77,42
2308024501,23080261,张桂兰,男,72,71,81,88,59,93
2308024392,23080258,王玲,女,40,91,79,84,40,64
2308024441,23080222,李海燕,男,99,91,95,93,56,42
2308024422,23080284,陈倩,男,79,66,61,93,57,96
2308024417,23080226,韦建华,女,72,41,63,90,75,99
2308024123,23080276,杨萍,女,57,76,58,40,69,76
2308024832,23080218,许丹丹,女,58,100,44,74,68,74
2308024129,23080236,刘峰,女,71,60,82,48,51,68
2308024846,23080218,王颖,男,45,71,79,71,49,72
2308024872,23080223,周柳,男,78,40,56,50,52,41
2308024573,23080225,强想,女,41,52,80,61,45,71
2308024783,23080289,张坤,女,85,45,84,72,95,87
2308024525,23080290,贾秀华,男,49,53,94,84,81,50
2308024494,23080293,梁淑英,男,47,59,56,68,79,98
2308024323,23080227,张鹏,女,46,70,64,85,78,88
2308024751,23080287,张晶,女,45,41,90,54,81,47
2308024396,23080248,刘阳,男,75,85,49,61,70,72
2308024313,23080235,向淑兰,女,50,57,96,64,55,94
2308024968,23080267,张龙,男,77,52,91,42,89,91
2308024054,23080281,陈婷,女,43,85,54,48,78,63
2308024302,23080216,李静,女,69,79,77,43,97,60
2308024819,23080214,王凯,女,98,71,96,97,73,61
2308024999,23080278,鞠欣,男,83,62,98,78,95,43
2308024370,23080213,杜燕,男,82,87,94,41,49,44
2308024963,23080232,晁建华,男,96,60,59,51,77,67
2308024449,23080226,张金凤,男,66,100,64,86,97,100
2308024552,23080203,钟兰英,女,43,66,56,83,81,74
2308024544,23080272,朱婷,男,89,59,82,94,96,94
2308024108,23080257,林刚,男,53,42,83,71,50,47
2308024361,23080223,李建,男,72,97,97,57,68,98
2308024514,23080264,顾璐,女,76,95,91,43,95,47
2308024588,23080266,周丹丹,女,71,42,40,50,84,96
2308024822,23080289,杨建华,男,99,76,88,68,82,89
2308024365,23080243,康杨,女,93,100,94,41,90,64
2308024578,23080211,陶玲,女,68,81,61,86,79,53
2308024287,23080267,洪芳,女,76,71,67,95,93,98
2308024798,23080261,周林,女,68,96,75,53,72,52
2308024056,23080225,刘欣,女,74,59,92,54,85,58
2308024297,23080238,张涛,女,77,45,98,45,64,86
2308024067,23080271,宋金凤,男,78,56,87,86,100,53
2308024098,23080288,孙小红,男,40,68,72,89,53,60
2308024571,23080246,邢婷,女,67,41,47,84,81,78
2308024852,23080279,柴飞,女,51,65,58,49,47,91
2308024644,23080260,朱玉珍,女,83,98,87,80,48,53
2308024025,23080216,郝玉,女,84,43,43,45,73,41
2308024470,23080252,段海燕,女,82,87,87,45,51,60
2308024988,23080203,刘秀荣,男,45,64,50,63,45,85
2308024627,23080290,叶健,男,53,88,92,79,45,43
2308024681,23080269,吴秀芳,男,85,85,89,59,97,97
2308024583,23080288,王龙,女,91,100,83,82,40,55
2308024204,23080235,徐娟,男,63,88,70,44,75,72
2308024730,23080223,程杰,女,43,56,48,58,77,66
2308024899,23080223,周强,女,94,97,54,95,70,76
2308024700,23080276,覃成,女,90,59,94,40,56,64
2308024194,23080211,杨荣,女,63,97,94,45,89,85
2308024120,23080248,王丽,男,64,63,41,90,59,48
2308024547,23080241,邓冬梅,女,81,42,77,55,96,76
2308024407,23080221,王琳,女,86,56,74,65,57,42
2308024729,23080272,吴阳,女,95,52,99,83,70,100
2308024366,23080211,吴小红,男,92,76,71,88,82,59
2308024360,23080291,刘敏,男,94,70,54,56,87,83
2308024451,23080213,陈玉英,女,58,89,75,43,67,42
2308024512,23080223,傅玉英,男,47,97,57,65,49,53
2308024287,23080295,向凤英,女,83,59,73,82,93,85
2308024798,23080223,陈利,男,72,42,62,70,59,51
2308024568,23080235,邹欢,男,89,93,89,83,59,93
2308024226,23080266,朱博,男,65,45,60,96,100,100
2308024135,23080246,韦桂英,女,94,47,73,75,69,63
2308024805,23080207,甄荣,男,59,41,81,98,92,68
2308024932,23080299,胡杨,女,85,61,48,41,67,57
2308024565,23080257,秦小红,男,92,95,90,79,92,74
2308024227,23080243,邓兰英,女,80,58,90,42,70,83
2308024142,23080258,冉兵,男,97,42,91,82,60,57
2308024648,23080237,赵鑫,女,80,57,72,90,43,79
2308024274,23080200,孙玲,女,90,62,100,53,70,81
2308024746,23080229,栾帅,女,48,79,54,96,60,56
2308024864,23080294,曹丽华,男,77,72,86,84,73,63
2308024100,23080294,王杰,女,64,90,76,100,95,65
2308024138,23080230,陈建国,女,71,63,95,71,56,59
2308024937,23080258,刘建军,男,73,47,63,89,98,64
2308024716,23080269,刘芳,男,77,67,95,69,72,55
2308024838,23080237,程丹丹,女,55,71,92,62,69,86
2308024009,23080256,曹欢,男,47,42,100,45,59,73
2308024119,23080204,高冬梅,女,98,66,64,85,73,59
2308024201,23080258,杨雷,男,61,77,92,46,70,75
2308024242,23080215,秦凤英,女,86,65,53,81,96,64
2308024589,23080291,班亮,女,96,46,81,60,69,49
2308024550,23080298,李柳,女,98,76,80,72,96,41
2308024022,23080253,严洋,女,40,87,60,91,67,85
2308024675,23080284,张艳,男,74,86,44,79,100,78
2308024491,23080294,朱欢,女,67,91,60,79,53,87
2308024045,23080215,吕萍,男,90,63,90,47,78,97
2308024726,23080249,赵璐,女,83,51,70,59,40,97
2308024591,23080283,韦华,男,54,60,69,90,98,90
2308024176,23080207,曾秀英,女,74,64,49,69,86,90
2308024427,23080228,霍伟,女,60,50,53,49,56,42
2308024728,23080231,张淑珍,男,91,64,74,52,83,42
2308024796,23080201,吕想,男,70,80,77,89,43,89
2308024420,23080243,程玉梅,女,75,56,76,64,57,90
2308024751,23080208,牛建平,女,54,44,84,97,97,80
2308024692,23080213,李成,女,74,91,96,98,45,63
2308024005,23080208,林燕,男,76,43,47,87,96,83
2308024839,23080236,魏秀英,女,88,41,72,96,46,62
2308024801,23080293,赵兰英,男,89,50,76,81,93,59
2308024614,23080224,陈秀华,女,72,45,77,71,69,50
2308024583,23080288,龚荣,女,58,43,71,66,79,91
2308024641,23080270,常辉,女,83,51,52,65,92,88
2308024380,23080293,殷俊,女,61,76,63,55,96,90
2308024545,23080264,张琳,男,42,46,89,58,77,83
2308024642,23080243,萧雪梅,男,62,90,67,61,83,49
2308024366,23080256,刘建军,女,44,59,60,55,96,71
2308024513,23080245,张冬梅,男,93,84,67,40,89,80
2308024070,23080273,刘伟,女,89,80,88,74,68,82
2308024821,23080266,刘淑华,男,48,92,63,52,51,100
2308024126,23080200,张荣,女,45,64,98,71,83,87
2308024750,23080208,刘桂兰,男,84,46,91,42,82,68
2308024818,23080235,吴鹏,男,53,49,90,58,77,97
2308024504,23080207,魏桂英,女,52,54,86,47,61,70
2308024395,23080293,张波,女,40,75,74,68,76,46
2308024435,23080220,杨玉,男,67,68,79,54,83,50
2308024071,23080206,刘秀华,男,50,77,72,64,52,45
2308024544,23080211,李琴,女,93,50,54,79,95,76
2308024514,23080257,沈晶,女,87,100,90,49,78,100
2308024517,23080211,陈凤兰,女,70,68,49,80,82,99
2308024876,23080236,马秀梅,女,99,66,71,63,58,54
2308024698,23080269,何洋,女,100,75,51,41,40,85
2308024879,23080288,傅红霞,女,75,40,52,59,50,85
2308024194,23080215,韩彬,女,70,74,76,64,49,62
2308024615,23080213,李桂花,男,98,72,45,95,41,44
2308024946,23080289,王红,女,95,48,53,54,45,95
2308024543,23080209,周阳,女,69,69,77,44,73,93
2308024897,23080289,李敏,女,100,66,45,96,57,62
2308024897,23080243,罗秀云,女,40,97,87,78,67,42
2308024089,23080257,张凯,女,76,84,54,41,54,65
2308024982,23080266,张兰英,男,56,73,95,65,76,85
2308024150,23080284,高雪梅,男,59,84,83,90,89,94
2308024077,23080207,谭娟,男,61,98,71,56,41,45
2308024666,23080280,谢伟,男,67,61,41,51,50,61
2308024032,23080210,周凯,女,54,52,53,86,59,57
2308024171,23080249,孙桂香,男,45,59,51,99,44,66
2308024297,23080275,衡建军,女,83,76,68,68,66,45
2308024098,23080223,戴畅,女,99,59,68,94,75,82
2308024537,23080232,许雪梅,男,66,64,61,77,45,97
2308024652,23080227,陈兰英,女,49,51,68,62,79,66
2308024599,23080207,张旭,男,45,46,55,62,100,87
2308024221,23080236,焦敏,男,76,55,58,82,48,45
2308024542,23080276,高璐,女,79,83,89,48,72,69
2308024770,23080208,李平,女,86,91,67,47,53,47
2308024826,23080286,夏林,女,58,88,78,41,45,96
2308024738,23080281,柴婷,男,47,87,93,56,49,78
2308024221,23080273,苏想,女,57,60,65,45,58,84
2308024727,23080228,顾丽华,男,85,81,81,50,57,43
2308024983,23080228,汤明,女,43,40,91,55,84,52
2308024947,23080256,施瑜,女,75,44,90,93,82,61
2308024943,23080205,张淑珍,女,65,54,45,87,45,55
2308024833,23080253,林建国,男,95,53,48,72,47,64
2308024692,23080255,吴丹丹,女,53,92,66,42,91,60
2308024132,23080259,王畅,男,54,42,95,95,81,81
2308024916,23080206,马东,女,100,91,42,85,73,63
2308024409,23080201,黄博,女,81,82,82,71,54,47
2308024481,23080223,李建军,男,52,68,58,70,86,72
2308024282,23080294,汤淑华,女,84,57,46,69,80,91
2308024071,23080259,王岩,男,97,59,93,85,80,58
2308024907,23080215,赵文,男,40,70,67,83,80,72
2308024375,23080260,刘建军,女,75,43,79,54,94,56
2308024144,23080297,刘晶,男,69,48,68,52,75,93
2308024138,23080253,蔡想,女,85,44,99,85,59,82
2308024151,23080245,屈洁,女,59,67,46,68,43,73
2308024899,23080277,高瑞,男,65,47,41,70,41,40
2308024016,23080295,李荣,女,98,94,48,51,61,94
2308024546,23080250,陈霞,女,91,81,65,92,83,79
2308024650,23080217,李阳,女,99,81,48,100,96,40
2308024789,23080221,李丹丹,男,48,78,58,75,72,99
2308024195,23080245,胡秀云,女,82,95,95,72,68,63
2308024475,23080221,杜博,女,46,99,80,55,96,91
2308024302,23080232,王玉兰,女,95,44,作弊,55,42,82
2308024805,23080273,张红,男,57,54,64,60,64,99
2308024974,23080210,张刚,男,55,67,84,85,58,89
2308024864,23080241,廉海燕,男,58,93,75,53,92,70
2308024702,23080259,徐敏,男,83,63,100,59,79,52
2308024738,23080212,井建平,女,88,73,40,93,69,69
2308024606,23080282,柳杨,女,54,78,85,65,51,73
2308024958,23080249,王小红,男,98,78,82,41,60,60
2308024561,23080209,宁利,女,82,63,73,87,43,90
2308024996,23080286,岑建平,女,56,78,52,67,47,42
2308024934,23080293,陆玉兰,男,86,61,68,72,91,90
2308024213,23080244,杨洋,男,43,44,57,87,48,99
2308024308,23080293,邹想,女,95,69,62,88,72,75
2308024692,23080245,宋超,男,64,45,63,40,71,98
2308024913,23080234,应敏,男,94,72,72,57,85,71
2308024440,23080224,徐丹丹,男,86,63,79,50,54,72
2308024805,23080243,牛静,女,92,65,42,66,80,91
2308024010,23080206,周想,女,81,98,70,65,83,65
2308024154,23080289,潘伟,男,40,81,53,81,55,69
2308024111,23080293,许秀芳,女,65,72,52,49,89,100
2308024957,23080295,程俊,男,84,68,50,63,60,54
2308024969,23080234,王建平,女,43,62,44,100,92,62
2308024421,23080275,康艳,男,98,88,100,71,44,60
2308024562,23080264,李鹏,男,87,88,94,58,98,94
2308024569,23080231,魏秀云,女,41,77,77,61,75,48
2308024060,23080215,曾璐,女,83,81,71,47,85,80
2308024586,23080221,黄柳,女,70,56,69,87,63,96
2308024955,23080292,农秀华,男,95,63,55,90,71,75
2308024481,23080209,陈兵,男,73,76,87,84,92,41
2308024219,23080254,刘海燕,女,57,43,40,70,44,66
2308024876,23080256,夏小红,男,45,74,45,50,68,99
2308024858,23080275,尹欣,男,65,46,94,86,46,47
2308024908,23080276,姜佳,男,73,50,40,91,93,66
2308024966,23080226,何红霞,男,91,86,48,56,40,75
2308024185,23080238,蒋淑华,女,89,70,100,97,75,59
2308024661,23080265,沈杰,男,55,99,74,70,45,93
2308024751,23080245,孙颖,男,85,82,60,76,67,96
2308024146,23080260,罗荣,男,52,96,73,60,96,100
2308024150,23080258,胡凤英,男,76,50,49,51,81,66
2308024306,23080228,吕东,男,41,66,82,73,94,84
2308024555,23080238,高东,女,49,50,73,45,90,100
2308024699,23080268,聂桂英,男,76,40,89,71,91,50
2308024800,23080259,刘娟,男,92,74,51,79,97,64
2308024313,23080214,朱琴,女,53,61,68,99,77,62
2308024887,23080204,陆萍,男,96,45,55,52,81,46
2308024364,23080251,李英,女,47,62,76,61,92,63
2308024527,23080292,余强,女,41,81,48,95,96,44
2308024306,23080240,赖俊,女,43,51,63,46,92,68
2308024535,23080296,张琳,男,60,81,88,93,62,79
2308024170,23080203,张文,男,68,94,69,70,50,48
2308024970,23080211,徐静,女,97,64,50,76,55,60
2308024264,23080294,何亮,女,87,78,88,75,45,42
2308024360,23080276,郑明,男,53,68,100,52,82,83
2308024435,23080287,陈欣,男,43,48,84,95,60,87
2308024746,23080283,卓淑英,男,92,78,89,47,49,73
2308024910,23080293,吕帆,女,97,42,45,73,90,67
2308024130,23080279,张玉,女,91,60,63,40,96,71
2308024760,23080272,丁雪,男,49,46,88,74,41,46
2308024053,23080252,邓玉兰,男,95,67,87,60,61,91
2308024554,23080221,田杰,女,92,87,93,92,44,93
2308024818,23080243,葛欣,女,78,82,93,92,72,61
2308024981,23080208,苏军,男,63,59,59,60,82,90
2308024570,23080256,杨欢,男,97,41,43,69,65,42
2308024975,23080241,陶强,女,65,100,85,46,49,59
2308024273,23080255,谢军,女,63,92,75,62,63,78
2308024966,23080232,章伟,女,86,61,57,55,76,86
2308024611,23080201,宋瑜,男,89,59,57,88,98,88
2308024222,23080227,朱桂芳,男,92,99,50,99,51,89
2308024365,23080213,黄磊,男,96,51,55,61,91,60
2308024651,23080251,杨鑫,女,81,77,72,82,82,92
2308024101,23080273,曹婷婷,女,77,63,76,55,49,40
2308024982,23080237,张倩,男,83,94,78,90,54,91
2308024835,23080264,陈兵,男,99,63,76,50,48,67
