学号,班级,姓名,性别,英语,体育,军训,数分,高代,解几
2308024297,23080207,陆秀珍,女,79.0,57.0,92.0,58.0,85.0,67.0
2308024598,23080231,简帅,男,42.0,97.0,57.0,82.0,79.0,88.0
2308024083,23080276,孙成,男,74.0,68.0,97.0,84.0,49.0,72.0
2308024794,23080297,杨婷,男,62.0,63.0,49.0,54.0,46.0,40.0
2308024141,23080269,赵琴,男,43.0,91.0,83.0,51.0,42.0,93.0
2308024362,23080232,姚帆,男,41.0,41.0,64.0,91.0,53.0,96.0
2308024337,23080244,江秀荣,女,62.0,81.0,76.0,56.0,79.0,40.0
2308024869,23080216,陈玲,女,73.0,79.0,83.0,67.0,72.0,49.0
2308024366,23080219,王金凤,男,91.0,63.0,98.0,74.0,48.0,83.0
2308024399,23080219,薛坤,男,70.0,42.0,43.0,52.0,97.0,78.0
2308024910,23080221,李欢,男,61.0,93.0,96.0,95.0,53.0,41.0
2308024856,23080216,刘桂荣,男,99.0,52.0,60.0,62.0,79.0,71.0
2308024221,23080210,王柳,女,56.0,64.0,86.0,78.0,75.0,46.0
2308024919,23080281,魏兰英,男,51.0,98.0,68.0,71.0,56.0,45.0
2308024912,23080270,李军,女,89.0,52.0,76.0,53.0,42.0,59.0
2308024508,23080200,徐明,女,62.0,98.0,59.0,74.0,95.0,52.0
2308024133,23080223,王丽丽,女,41.0,74.0,69.0,55.0,57.0,45.0
2308024937,23080269,史兵,女,63.0,72.0,90.0,93.0,88.0,81.0
2308024389,23080276,陈峰,男,89.0,45.0,77.0,46.0,100.0,95.0
2308024822,23080276,叶芳,女,57.0,76.0,73.0,68.0,59.0,74.0
2308024617,23080281,唐红,女,44.0,43.0,99.0,43.0,89.0,60.0
2308024042,23080276,陈淑兰,男,54.0,65.0,93.0,97.0,45.0,73.0
2308024852,23080260,杨燕,男,44.0,54.0,81.0,57.0,75.0,62.0
2308024584,23080287,贾玲,女,45.0,78.0,86.0,77.0,91.0,46.0
2308024679,23080275,王玉,女,90.0,68.0,79.0,61.0,92.0,40.0
2308024077,23080247,洪杰,男,45.0,71.0,42.0,77.0,76.0,76.0
2308024574,23080216,王超,女,86.0,65.0,97.0,65.0,49.0,58.0
2308024407,23080205,冯婷,女,80.0,99.0,81.0,46.0,78.0,82.0
2308024811,23080234,孙秀芳,女,50.0,97.0,98.0,62.0,68.0,95.0
2308024191,23080228,顾秀梅,男,63.0,70.0,58.0,46.0,83.0,88.0
2308024812,23080236,张桂花,男,95.0,78.0,56.0,97.0,100.0,79.0
2308024827,23080277,刘婷,男,42.0,54.0,49.0,70.0,78.0,55.0
2308024526,23080295,曹欣,女,100.0,50.0,63.0,45.0,64.0,60.0
2308024113,23080229,陈伟,女,83.0,87.0,60.0,71.0,95.0,50.0
2308024974,23080222,王伟,男,91.0,50.0,68.0,74.0,91.0,45.0
2308024029,23080226,朱欣,男,87.0,96.0,75.0,83.0,55.0,88.0
2308024752,23080265,白洁,女,70.0,62.0,79.0,47.0,84.0,79.0
2308024902,23080279,杨明,男,54.0,95.0,42.0,80.0,42.0,73.0
2308024029,23080242,余秀兰,女,69.0,80.0,64.0,61.0,88.0,79.0
2308024967,23080233,赵文,男,55.0,99.0,58.0,75.0,44.0,65.0
2308024114,23080266,陈平,男,42.0,40.0,88.0,91.0,67.0,73.0
2308024667,23080285,黄成,男,93.0,48.0,67.0,75.0,76.0,53.0
2308024131,23080220,邵洁,男,84.0,85.0,86.0,42.0,60.0,45.0
2308024916,23080218,白彬,男,88.0,49.0,65.0,75.0,51.0,87.0
2308024054,23080243,张建国,女,100.0,62.0,84.0,89.0,54.0,40.0
2308024674,23080216,王桂香,女,45.0,61.0,43.0,43.0,89.0,59.0
2308024425,23080254,叶兵,男,97.0,85.0,57.0,67.0,53.0,54.0
2308024507,23080278,温冬梅,男,91.0,62.0,74.0,45.0,68.0,74.0
2308024822,23080256,万丽娟,女,66.0,90.0,54.0,70.0,56.0,63.0
2308024455,23080279,杨欣,男,49.0,55.0,58.0,74.0,56.0,77.0
2308024091,23080244,张荣,男,53.0,64.0,90.0,84.0,75.0,49.0
2308024921,23080285,王雪梅,女,86.0,42.0,100.0,61.0,50.0,79.0
2308024560,23080212,张鹏,男,92.0,66.0,50.0,98.0,97.0,84.0
2308024105,23080230,姚琳,男,75.0,98.0,75.0,64.0,73.0,59.0
2308024427,23080289,解俊,男,42.0,68.0,66.0,57.0,80.0,42.0
2308024488,23080269,刘淑兰,女,63.0,85.0,48.0,58.0,79.0,74.0
2308024550,23080235,王秀兰,男,57.0,82.0,45.0,89.0,46.0,59.0
2308024668,23080260,张秀英,男,82.0,85.0,80.0,43.0,84.0,63.0
2308024133,23080287,朱玉珍,女,93.0,70.0,83.0,87.0,61.0,43.0
2308024382,23080247,黄明,女,64.0,75.0,50.0,41.0,47.0,85.0
2308024073,23080229,申博,女,92.0,87.0,40.0,100.0,42.0,90.0
2308024581,23080254,朱成,男,86.0,45.0,79.0,64.0,64.0,58.0
2308024367,23080213,邱杰,女,66.0,47.0,61.0,81.0,83.0,90.0
2308024864,23080277,张玉珍,女,43.0,51.0,63.0,86.0,74.0,43.0
2308024115,23080292,高东,女,51.0,45.0,85.0,47.0,91.0,87.0
2308024126,23080225,谷娟,男,68.0,69.0,81.0,80.0,81.0,78.0
2308024187,23080216,彭成,女,46.0,81.0,64.0,86.0,100.0,66.0
2308024112,23080217,胡华,男,62.0,96.0,50.0,84.0,54.0,84.0
2308024444,23080249,李莉,女,88.0,83.0,77.0,73.0,79.0,59.0
2308024547,23080211,张楠,女,58.0,94.0,93.0,66.0,55.0,90.0
2308024368,23080264,邓洁,女,79.0,94.0,54.0,80.0,89.0,66.0
2308024123,23080295,徐玉英,男,81.0,43.0,57.0,79.0,49.0,64.0
2308024240,23080214,高桂英,男,94.0,93.0,50.0,58.0,54.0,47.0
2308024891,23080229,徐文,女,64.0,66.0,41.0,79.0,86.0,85.0
2308024391,23080286,王洁,男,60.0,41.0,75.0,56.0,74.0,85.0
2308024909,23080276,张玲,女,46.0,97.0,55.0,84.0,80.0,53.0
2308024704,23080235,雷红霞,男,51.0,66.0,94.0,55.0,75.0,64.0
2308024865,23080214,田璐,女,58.0,81.0,82.0,76.0,94.0,55.0
2308024975,23080287,陈瑜,男,96.0,49.0,51.0,83.0,73.0,52.0
2308024042,23080261,吴丽丽,男,79.0,56.0,97.0,82.0,60.0,68.0
2308024457,23080207,韩英,男,42.0,49.0,56.0,58.0,43.0,61.0
2308024920,23080246,贾柳,男,91.0,43.0,42.0,74.0,48.0,95.0
2308024915,23080298,李娟,女,53.0,54.0,94.0,74.0,41.0,93.0
2308024322,23080236,郭坤,女,53.0,81.0,80.0,52.0,76.0,55.0
2308024008,23080269,赵瑞,男,60.0,74.0,85.0,40.0,69.0,86.0
2308024503,23080253,梁旭,男,82.0,43.0,50.0,46.0,84.0,98.0
2308024929,23080219,胡萍,女,80.0,54.0,60.0,41.0,81.0,83.0
2308024345,23080267,汪冬梅,男,85.0,74.0,79.0,100.0,85.0,56.0
2308024018,23080259,冯红霞,女,90.0,84.0,91.0,81.0,80.0,49.0
2308024305,23080280,程英,男,72.0,92.0,99.0,62.0,60.0,99.0
2308024314,23080211,王敏,男,61.0,64.0,68.0,97.0,43.0,70.0
2308024417,23080201,温楠,女,76.0,70.0,81.0,54.0,43.0,58.0
2308024032,23080255,王想,男,62.0,80.0,72.0,78.0,94.0,56.0
2308024657,23080231,孙桂珍,女,58.0,85.0,59.0,84.0,42.0,69.0
2308024338,23080229,梁林,男,74.0,71.0,70.0,80.0,75.0,92.0
2308024668,23080212,林丽丽,女,70.0,54.0,62.0,94.0,46.0,96.0
2308024608,23080246,薛兰英,男,72.0,71.0,89.0,99.0,43.0,88.0
2308024068,23080288,吴婷婷,女,81.0,55.0,97.0,69.0,94.0,40.0
2308024963,23080265,王淑兰,男,71.0,61.0,81.0,53.0,45.0,50.0
2308024081,23080282,黄波,女,43.0,48.0,91.0,46.0,84.0,44.0
2308024339,23080243,刘淑英,男,81.0,99.0,97.0,44.0,92.0,48.0
2308024409,23080279,顾淑英,男,77.0,67.0,68.0,52.0,71.0,91.0
2308024771,23080269,张平,男,58.0,84.0,78.0,51.0,51.0,60.0
2308024538,23080203,罗彬,女,76.0,41.0,64.0,40.0,55.0,61.0
2308024117,23080236,杨桂珍,女,52.0,47.0,84.0,40.0,86.0,86.0
2308024350,23080253,吴雪梅,女,63.0,65.0,100.0,86.0,66.0,48.0
2308024054,23080294,彭勇,男,44.0,87.0,88.0,94.0,80.0,86.0
2308024809,23080270,盘梅,女,100.0,95.0,82.0,88.0,91.0,54.0
2308024042,23080270,刘鹏,男,43.0,93.0,79.0,40.0,92.0,64.0
2308024534,23080279,农佳,男,50.0,90.0,72.0,75.0,78.0,93.0
2308024174,23080288,李丽华,男,77.0,95.0,77.0,54.0,99.0,49.0
2308024761,23080259,侯丽,男,91.0,92.0,67.0,80.0,72.0,76.0
2308024750,23080263,李晨,男,74.0,90.0,89.0,91.0,85.0,77.0
2308024244,23080277,刘荣,男,75.0,51.0,50.0,97.0,92.0,80.0
2308024235,23080261,叶秀云,男,48.0,77.0,83.0,58.0,50.0,83.0
2308024390,23080206,张淑珍,男,58.0,41.0,85.0,97.0,64.0,100.0
2308024827,23080255,郭畅,男,52.0,80.0,74.0,86.0,91.0,54.0
2308024435,23080272,梁勇,男,48.0,59.0,52.0,48.0,73.0,46.0
2308024047,23080236,虞岩,女,44.0,58.0,65.0,45.0,93.0,49.0
2308024470,23080279,李晶,男,45.0,79.0,78.0,94.0,94.0,41.0
2308024896,23080283,李秀梅,男,54.0,79.0,63.0,59.0,79.0,99.0
2308024740,23080228,阎红梅,男,42.0,74.0,41.0,78.0,51.0,40.0
2308024986,23080225,马瑞,男,94.0,68.0,55.0,79.0,99.0,71.0
2308024436,23080226,李桂荣,女,41.0,66.0,42.0,94.0,65.0,57.0
2308024415,23080270,甘静,男,77.0,70.0,54.0,74.0,50.0,40.0
2308024306,23080249,王桂荣,男,69.0,81.0,54.0,86.0,60.0,52.0
2308024168,23080213,刘秀云,男,61.0,86.0,59.0,41.0,92.0,44.0
2308024459,23080288,张磊,男,51.0,86.0,56.0,91.0,91.0,44.0
2308024820,23080241,时想,男,83.0,45.0,89.0,83.0,56.0,50.0
2308024182,23080208,张桂珍,女,59.0,63.0,59.0,82.0,72.0,61.0
2308024467,23080224,萧瑜,女,78.0,68.0,57.0,84.0,94.0,78.0
2308024028,23080203,姚刚,男,95.0,50.0,62.0,90.0,64.0,77.0
2308024419,23080288,叶秀梅,男,76.0,62.0,47.0,70.0,98.0,76.0
2308024183,23080240,侯霞,女,57.0,45.0,60.0,71.0,95.0,41.0
2308024266,23080201,萧岩,男,84.0,57.0,91.0,86.0,63.0,84.0
2308024646,23080290,罗志强,女,66.0,41.0,54.0,64.0,69.0,94.0
2308024633,23080249,周洁,女,60.0,98.0,45.0,100.0,65.0,56.0
2308024445,23080276,聂莉,男,54.0,85.0,68.0,96.0,84.0,94.0
2308024224,23080253,杨金凤,女,51.0,99.0,82.0,66.0,82.0,75.0
2308024717,23080257,杨岩,男,71.0,63.0,49.0,78.0,55.0,59.0
2308024313,23080214,陈强,女,100.0,47.0,76.0,68.0,77.0,99.0
2308024528,23080277,戴淑华,男,78.0,40.0,80.0,72.0,93.0,63.0
2308024048,23080235,周桂芝,男,73.0,41.0,68.0,93.0,60.0,97.0
2308024949,23080205,林欢,女,70.0,42.0,94.0,44.0,52.0,84.0
2308024896,23080292,罗秀兰,男,73.0,88.0,100.0,53.0,93.0,44.0
2308024881,23080265,李英,男,48.0,55.0,59.0,88.0,71.0,56.0
2308024384,23080287,谭秀云,女,75.0,94.0,59.0,61.0,64.0,49.0
2308024796,23080244,黄辉,女,98.0,88.0,99.0,69.0,68.0,69.0
2308024913,23080224,罗梅,女,79.0,44.0,87.0,99.0,62.0,48.0
2308024005,23080271,刘莉,女,87.0,83.0,91.0,84.0,66.0,90.0
2308024100,23080249,李淑兰,女,58.0,78.0,78.0,69.0,61.0,42.0
2308024156,23080269,彭文,男,92.0,67.0,94.0,63.0,65.0,45.0
2308024913,23080220,谭军,女,41.0,81.0,92.0,40.0,91.0,86.0
2308024252,23080232,王秀兰,男,41.0,69.0,49.0,62.0,50.0,61.0
2308024344,23080259,邱雪,男,63.0,48.0,41.0,48.0,68.0,62.0
2308024276,23080217,陈岩,男,40.0,90.0,48.0,60.0,91.0,86.0
2308024751,23080213,曹莉,女,44.0,51.0,59.0,45.0,71.0,95.0
2308024691,23080248,陈婷,男,61.0,84.0,99.0,58.0,70.0,60.0
2308024598,23080284,周利,男,41.0,52.0,59.0,43.0,80.0,95.0
2308024469,23080254,孙坤,女,99.0,80.0,93.0,70.0,93.0,80.0
2308024364,23080251,许静,男,47.0,43.0,90.0,74.0,60.0,71.0
2308024555,23080264,牟雷,男,48.0,86.0,68.0,70.0,60.0,54.0
2308024343,23080213,黄海燕,女,59.0,88.0,81.0,89.0,40.0,83.0
2308024143,23080243,颜瑞,女,51.0,100.0,64.0,40.0,98.0,49.0
2308024908,23080286,李雷,男,76.0,72.0,49.0,62.0,61.0,87.0
2308024157,23080202,丁辉,男,69.0,69.0,64.0,79.0,71.0,81.0
2308024389,23080213,宋颖,女,60.0,80.0,44.0,83.0,88.0,88.0
2308024225,23080284,区颖,男,77.0,55.0,62.0,97.0,42.0,94.0
2308024921,23080294,吴海燕,女,65.0,73.0,75.0,57.0,57.0,96.0
2308024934,23080217,王洋,女,87.0,66.0,92.0,63.0,77.0,68.0
2308024370,23080207,刘峰,女,74.0,46.0,74.0,75.0,97.0,49.0
2308024164,23080214,杨冬梅,男,83.0,99.0,49.0,56.0,55.0,48.0
2308024662,23080286,李玉梅,男,76.0,65.0,93.0,81.0,82.0,47.0
2308024164,23080256,和勇,男,92.0,80.0,67.0,65.0,46.0,75.0
2308024244,23080229,李兰英,男,57.0,58.0,47.0,52.0,86.0,91.0
2308024119,23080252,张文,女,85.0,78.0,42.0,83.0,63.0,76.0
2308024938,23080291,刘军,男,65.0,100.0,66.0,83.0,95.0,43.0
2308024106,23080226,王慧,女,50.0,93.0,81.0,56.0,84.0,71.0
2308024860,23080277,钟林,男,42.0,92.0,64.0,94.0,100.0,58.0
2308024960,23080207,苏旭,女,65.0,69.0,95.0,47.0,80.0,97.0
2308024159,23080254,王强,男,60.0,97.0,70.0,40.0,74.0,69.0
2308024984,23080231,皮凤英,男,47.0,95.0,95.0,61.0,95.0,45.0
2308024613,23080292,李淑华,女,73.0,56.0,41.0,54.0,71.0,42.0
2308024780,23080211,李晨,女,85.0,85.0,72.0,62.0,67.0,58.0
2308024949,23080293,阮冬梅,女,45.0,56.0,47.0,65.0,64.0,87.0
2308024715,23080259,黎波,女,48.0,82.0,98.0,67.0,85.0,62.0
2308024969,23080258,赵秀兰,男,57.0,50.0,62.0,72.0,95.0,54.0
2308024635,23080227,范东,男,57.0,97.0,76.0,80.0,73.0,73.0
2308024978,23080267,陈芳,女,62.0,85.0,93.0,71.0,82.0,44.0
2308024018,23080270,龙伟,男,90.0,53.0,67.0,91.0,92.0,65.0
2308024311,23080250,黄涛,男,80.0,93.0,52.0,95.0,98.0,85.0
2308024426,23080204,刘荣,女,41.0,77.0,45.0,96.0,42.0,56.0
2308024369,23080281,陈娟,男,51.0,77.0,94.0,74.0,86.0,95.0
2308024764,23080227,岳桂兰,女,47.0,54.0,79.0,67.0,68.0,75.0
2308024194,23080254,姚颖,男,96.0,55.0,58.0,76.0,83.0,83.0
2308024653,23080217,方晨,女,86.0,48.0,79.0,59.0,66.0,55.0
2308024336,23080233,王春梅,女,46.0,55.0,89.0,100.0,54.0,75.0
2308024563,23080211,林莉,女,91.0,70.0,40.0,53.0,90.0,61.0
2308024035,23080260,蔡柳,男,58.0,73.0,64.0,60.0,75.0,60.0
2308024184,23080261,李旭,女,71.0,98.0,43.0,86.0,73.0,97.0
2308024570,23080209,朱文,男,95.0,91.0,79.0,70.0,84.0,97.0
2308024870,23080258,何旭,女,52.0,87.0,65.0,100.0,70.0,72.0
2308024974,23080207,程秀芳,男,41.0,58.0,87.0,76.0,54.0,99.0
2308024208,23080267,吴欣,男,76.0,41.0,80.0,80.0,65.0,67.0
2308024570,23080284,陈莹,女,76.0,69.0,90.0,83.0,55.0,43.0
2308024613,23080242,欧婷婷,男,74.0,70.0,53.0,47.0,69.0,97.0
2308024434,23080208,孙伟,女,84.0,51.0,91.0,44.0,52.0,76.0
2308024745,23080286,周芳,女,93.0,54.0,86.0,42.0,50.0,89.0
2308024600,23080221,戚红,男,69.0,69.0,40.0,84.0,91.0,64.0
2308024402,23080213,黄畅,男,60.0,55.0,51.0,60.0,75.0,41.0
2308024841,23080264,李艳,男,86.0,50.0,62.0,63.0,67.0,79.0
2308024067,23080266,林玉梅,女,56.0,68.0,46.0,72.0,50.0,55.0
2308024382,23080226,唐琴,女,96.0,71.0,54.0,99.0,55.0,50.0
2308024914,23080220,张杰,男,75.0,100.0,58.0,94.0,84.0,52.0
2308024699,23080255,刘峰,女,76.0,93.0,64.0,91.0,87.0,98.0
2308024170,23080274,邬佳,女,75.0,63.0,51.0,67.0,97.0,63.0
2308024703,23080211,夏畅,男,47.0,45.0,54.0,95.0,66.0,73.0
2308024580,23080250,陈桂香,男,43.0,87.0,52.0,72.0,69.0,45.0
2308024655,23080233,徐红,女,46.0,45.0,47.0,57.0,78.0,87.0
2308024637,23080243,董洁,女,41.0,69.0,42.0,95.0,58.0,89.0
2308024629,23080229,石畅,男,62.0,44.0,67.0,74.0,79.0,97.0
2308024323,23080238,李磊,男,71.0,48.0,60.0,58.0,77.0,96.0
2308024428,23080219,吴丹丹,女,40.0,100.0,89.0,59.0,78.0,62.0
2308024113,23080221,邢平,女,54.0,99.0,86.0,46.0,80.0,45.0
2308024327,23080207,庞秀荣,男,66.0,91.0,73.0,79.0,83.0,97.0
2308024166,23080295,程玲,男,67.0,52.0,92.0,45.0,55.0,51.0
2308024699,23080206,王红,女,94.0,40.0,72.0,59.0,48.0,55.0
2308024612,23080269,刘云,男,98.0,64.0,61.0,100.0,84.0,93.0
2308024280,23080299,王平,女,69.0,68.0,52.0,47.0,86.0,87.0
2308024350,23080296,路波,男,49.0,67.0,61.0,48.0,58.0,52.0
2308024219,23080297,李海燕,女,61.0,87.0,98.0,62.0,47.0,65.0
2308024430,23080218,萧斌,女,86.0,70.0,62.0,98.0,57.0,53.0
2308024863,23080260,许伟,男,52.0,84.0,98.0,83.0,99.0,95.0
2308024776,23080260,叶涛,女,99.0,57.0,54.0,44.0,89.0,93.0
2308024301,23080206,王琴,男,71.0,62.0,43.0,46.0,67.0,41.0
2308024501,23080268,高淑珍,男,85.0,81.0,75.0,45.0,49.0,63.0
2308024097,23080285,陈杰,女,64.0,90.0,78.0,74.0,61.0,41.0
2308024063,23080294,叶秀英,男,94.0,63.0,47.0,46.0,97.0,94.0
2308024605,23080257,刘建华,男,95.0,69.0,95.0,76.0,77.0,81.0
2308024566,23080261,高慧,男,62.0,50.0,56.0,78.0,71.0,65.0
2308024017,23080291,杨桂芳,男,78.0,65.0,68.0,67.0,74.0,96.0
2308024211,23080296,叶秀珍,男,40.0,96.0,87.0,41.0,68.0,91.0
2308024120,23080286,柏秀云,男,60.0,94.0,71.0,98.0,84.0,68.0
2308024424,23080262,张文,男,81.0,58.0,48.0,80.0,59.0,77.0
2308024139,23080219,杨斌,男,61.0,74.0,54.0,50.0,82.0,42.0
2308024312,23080219,魏雷,男,90.0,55.0,66.0,74.0,47.0,93.0
2308024350,23080216,鲁利,女,70.0,62.0,48.0,94.0,100.0,98.0
2308024100,23080296,高桂荣,男,86.0,76.0,89.0,69.0,87.0,61.0
2308024201,23080233,覃云,男,91.0,80.0,80.0,75.0,76.0,97.0
2308024070,23080221,郭玉兰,男,56.0,46.0,58.0,49.0,50.0,63.0
2308024266,23080241,尹文,男,41.0,88.0,44.0,66.0,73.0,43.0
2308024146,23080275,黄帆,女,81.0,83.0,41.0,71.0,49.0,97.0
2308024936,23080297,冯琴,男,58.0,86.0,45.0,95.0,55.0,55.0
2308024217,23080243,赵莉,男,79.0,54.0,95.0,66.0,52.0,59.0
2308024135,23080266,彭丽娟,女,69.0,40.0,88.0,44.0,40.0,66.0
2308024563,23080203,刘慧,男,87.0,63.0,43.0,91.0,64.0,42.0
2308024181,23080221,苗志强,女,66.0,53.0,66.0,88.0,66.0,66.0
2308024455,23080263,曲平,女,67.0,58.0,92.0,79.0,56.0,59.0
2308024275,23080203,李桂芝,女,61.0,96.0,87.0,43.0,73.0,91.0
2308024728,23080234,何红霞,男,94.0,92.0,48.0,72.0,67.0,94.0
2308024253,23080205,郭静,女,75.0,74.0,65.0,76.0,74.0,97.0
2308024245,23080239,聂超,女,43.0,50.0,72.0,70.0,43.0,83.0
2308024159,23080247,谢龙,男,59.0,85.0,79.0,56.0,68.0,97.0
2308024894,23080248,蓝刚,男,60.0,63.0,55.0,68.0,53.0,48.0
2308024855,23080224,管文,男,89.0,65.0,41.0,40.0,80.0,95.0
2308024866,23080236,詹想,男,93.0,81.0,93.0,93.0,46.0,60.0
2308024118,23080213,刘想,男,86.0,70.0,94.0,61.0,97.0,97.0
2308024781,23080270,金秀云,女,99.0,94.0,89.0,65.0,95.0,75.0
2308024173,23080236,陈桂兰,男,40.0,76.0,65.0,79.0,91.0,89.0
2308024881,23080230,单淑华,男,76.0,48.0,78.0,74.0,67.0,89.0
2308024034,23080206,林博,女,92.0,79.0,97.0,63.0,47.0,54.0
2308024264,23080230,骆岩,女,49.0,86.0,45.0,97.0,94.0,94.0
2308024800,23080254,简莉,男,69.0,70.0,45.0,56.0,73.0,97.0
2308024211,23080217,赵玉梅,女,100.0,79.0,80.0,79.0,65.0,44.0
2308024762,23080206,刘金凤,男,90.0,64.0,46.0,86.0,43.0,96.0
2308024773,23080265,郭宇,女,66.0,56.0,67.0,64.0,62.0,45.0
2308024824,23080246,刘秀梅,女,49.0,45.0,44.0,60.0,69.0,62.0
2308024072,23080228,赵杨,男,54.0,60.0,88.0,68.0,67.0,84.0
2308024875,23080245,宁荣,男,87.0,40.0,98.0,78.0,73.0,86.0
2308024282,23080258,林旭,男,99.0,86.0,93.0,55.0,85.0,46.0
2308024642,23080271,王淑华,女,84.0,85.0,100.0,88.0,46.0,98.0
2308024690,23080279,张丽,女,69.0,50.0,81.0,71.0,63.0,41.0
2308024219,23080210,王玉珍,女,80.0,43.0,66.0,57.0,80.0,69.0
2308024234,23080242,连萍,女,94.0,44.0,76.0,67.0,61.0,89.0
2308024550,23080265,马鑫,男,52.0,62.0,63.0,67.0,81.0,100.0
2308024368,23080240,陈云,男,76.0,97.0,65.0,71.0,64.0,79.0
2308024939,23080207,杨静,男,55.0,96.0,57.0,69.0,73.0,49.0
2308024751,23080294,时晨,女,54.0,96.0,60.0,71.0,64.0,54.0
2308024252,23080258,张帅,男,91.0,42.0,86.0,44.0,49.0,46.0
2308024938,23080289,张龙,男,56.0,49.0,47.0,98.0,45.0,54.0
2308024797,23080289,李宁,女,68.0,81.0,56.0,89.0,53.0,81.0
2308024733,23080203,刘军,女,81.0,99.0,74.0,83.0,58.0,58.0
2308024798,23080260,朱玉华,女,46.0,42.0,75.0,48.0,72.0,96.0
2308024836,23080282,王军,女,64.0,59.0,79.0,45.0,69.0,66.0
2308024123,23080238,王勇,男,76.0,71.0,81.0,99.0,82.0,71.0
2308024564,23080286,高玉梅,女,97.0,87.0,80.0,69.0,93.0,64.0
2308024816,23080205,池丽华,女,97.0,72.0,40.0,62.0,42.0,68.0
2308024922,23080204,王冬梅,男,61.0,74.0,91.0,89.0,44.0,55.0
2308024363,23080204,程晶,男,75.0,47.0,55.0,83.0,88.0,43.0
2308024664,23080279,刘杰,男,53.0,53.0,66.0,41.0,43.0,44.0
2308024704,23080222,唐明,女,67.0,65.0,85.0,64.0,40.0,87.0
2308024964,23080262,邱桂香,女,45.0,78.0,93.0,72.0,52.0,81.0
2308024408,23080253,高柳,男,76.0,56.0,71.0,72.0,75.0,49.0
2308024351,23080247,苏欢,男,56.0,42.0,76.0,60.0,46.0,64.0
2308024843,23080215,黄桂珍,女,87.0,76.0,97.0,78.0,95.0,87.0
2308024610,23080236,潘婷,男,50.0,52.0,98.0,40.0,49.0,54.0
2308024132,23080225,唐建,女,53.0,60.0,45.0,87.0,99.0,96.0
2308024792,23080215,任玉兰,男,51.0,62.0,81.0,54.0,85.0,49.0
2308024912,23080247,孔秀华,女,54.0,67.0,46.0,40.0,86.0,72.0
2308024921,23080289,李荣,男,43.0,77.0,48.0,66.0,80.0,85.0
2308024542,23080214,蔡慧,女,79.0,89.0,53.0,69.0,100.0,61.0
2308024502,23080248,张秀华,男,57.0,79.0,52.0,67.0,96.0,59.0
2308024740,23080286,王洁,男,75.0,56.0,95.0,45.0,86.0,53.0
2308024207,23080235,王敏,男,83.0,83.0,82.0,54.0,74.0,70.0
2308024568,23080245,曹建平,男,55.0,68.0,84.0,84.0,74.0,74.0
2308024177,23080230,刘畅,男,42.0,73.0,87.0,71.0,61.0,85.0
2308024457,23080288,索雷,男,89.0,42.0,86.0,81.0,55.0,40.0
2308024494,23080218,戴云,男,77.0,51.0,69.0,100.0,90.0,90.0
2308024542,23080264,刘辉,女,55.0,83.0,87.0,95.0,81.0,62.0
2308024007,23080224,王娜,女,98.0,59.0,59.0,69.0,45.0,50.0
2308024264,23080291,相健,女,94.0,77.0,96.0,61.0,94.0,83.0
2308024711,23080277,刘帅,女,67.0,81.0,40.0,50.0,74.0,58.0
2308024206,23080265,卢阳,男,58.0,48.0,43.0,73.0,55.0,52.0
2308024994,23080210,陈磊,女,63.0,64.0,75.0,75.0,65.0,77.0
2308024649,23080225,叶红,男,71.0,62.0,60.0,60.0,50.0,65.0
2308024029,23080265,杨春梅,女,97.0,54.0,69.0,76.0,83.0,54.0
2308024378,23080296,程建,女,77.0,90.0,49.0,95.0,73.0,63.0
2308024359,23080208,甘金凤,女,84.0,71.0,90.0,96.0,90.0,80.0
2308024518,23080264,李亮,女,65.0,99.0,77.0,96.0,52.0,65.0
2308024545,23080202,张婷,男,82.0,76.0,83.0,76.0,99.0,42.0
2308024617,23080253,李军,男,54.0,86.0,61.0,46.0,98.0,46.0
2308024265,23080235,田龙,女,42.0,64.0,57.0,92.0,70.0,69.0
2308024307,23080216,李雪,女,82.0,77.0,60.0,61.0,88.0,94.0
2308024852,23080245,刘凤英,女,84.0,63.0,92.0,69.0,55.0,69.0
2308024632,23080212,王峰,女,49.0,64.0,59.0,100.0,44.0,81.0
2308024630,23080251,王慧,男,70.0,90.0,62.0,59.0,92.0,95.0
2308024737,23080269,陆林,女,96.0,78.0,96.0,64.0,100.0,43.0
2308024449,23080294,石杨,女,56.0,86.0,70.0,82.0,93.0,83.0
2308024170,23080275,梁艳,女,40.0,50.0,86.0,100.0,93.0,63.0
2308024521,23080260,梁磊,男,91.0,63.0,49.0,47.0,65.0,82.0
2308024521,23080280,张萍,女,94.0,41.0,68.0,89.0,78.0,69.0
2308024283,23080298,翟宁,男,89.0,49.0,45.0,73.0,97.0,92.0
2308024923,23080264,孙艳,女,100.0,43.0,75.0,87.0,52.0,61.0
2308024122,23080203,萧林,女,72.0,100.0,50.0,72.0,79.0,91.0
2308024447,23080245,张坤,女,60.0,73.0,93.0,69.0,65.0,48.0
2308024936,23080255,刘斌,男,86.0,50.0,79.0,51.0,59.0,65.0
2308024468,23080256,阙辉,男,57.0,94.0,90.0,41.0,44.0,70.0
2308024874,23080242,石建平,男,91.0,72.0,45.0,93.0,84.0,85.0
2308024054,23080267,董军,男,76.0,40.0,50.0,58.0,47.0,63.0
2308024199,23080245,宋萍,女,46.0,94.0,86.0,55.0,67.0,50.0
